UID,ALL_AgeOfOldestAccount,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts
2390568,202,5376.0,0
2390656,195,12401.0,0
2391841,43,,
2392717,223,21575.0,7
2392865,60,1282.0,0
2393159,57,24661.0,0
2393499,122,10043.0,0
2394247,335,19645.0,0
2394251,225,30686.0,0
2395326,189,2659.0,0
2396998,257,0.0,0
2397036,123,11160.0,7
2397651,257,15231.0,7
2399742,224,33053.0,0
2399826,89,9463.0,3
2401652,51,759.0,0
2402824,253,684.0,0
2403167,122,11947.0,7
2403537,100,6167.0,0
2403863,25,1714.0,7
2404512,150,13874.0,7
2404549,140,7310.0,7
2405248,119,22041.0,0
2406014,275,40261.0,0
2406087,180,53461.0,0
2408557,216,41079.0,0
2408975,205,23170.0,0
2409044,148,20924.0,2
2409419,171,16512.0,0
2409478,318,70421.0,0
2410560,157,10819.0,7
2412468,110,15850.0,7
2412958,132,9227.0,7
2413513,137,2330.0,7
2414269,153,0.0,0
2414672,243,295.0,0
2414846,148,6809.0,7
2415048,60,1199.0,7
2417005,107,6859.0,0
2417934,85,12931.0,7
2418268,80,4037.0,0
2419903,5,0.0,0
2420887,141,2911.0,0
2420907,434,3894.0,0
2421430,52,16581.0,7
2421896,149,3166.0,0
2423760,164,8143.0,0
2425133,122,2255.0,0
2425451,136,7785.0,0
2425842,283,31878.0,7
2427334,108,5415.0,7
2429859,227,13612.0,0
2431003,98,1643.0,7
2432015,362,12819.0,0
2433711,250,25614.0,0
2434377,301,47345.0,0
2434424,179,2648.0,0
2435817,155,7912.0,7
2437056,182,17205.0,7
2437781,130,392.0,1
2437868,109,13683.0,0
2441734,107,651.0,7
2441794,11,0.0,0
2441965,115,7728.0,7
2444848,268,9563.0,0
2445283,68,399.0,0
2445785,89,721.0,0
2446317,175,7671.0,7
2452327,201,36365.0,7
2452363,147,352.0,0
2453964,168,603.0,0
2454594,223,21521.0,0
2456718,275,9134.0,7
2458422,165,2313.0,7
2459011,104,5175.0,7
2459478,164,5093.0,7
2460770,143,23366.0,7
2460859,149,7411.0,0
2464055,219,22472.0,0
2468808,200,6069.0,0
2469349,81,3422.0,7
2469848,246,16328.0,0
2472165,168,7684.0,7
2472810,125,4970.0,7
2475250,125,1592.0,7
2475886,-1,,
2476538,161,20901.0,0
2477614,294,13789.0,7
2478555,105,11774.0,1
2480352,87,3396.0,7
2480649,150,913.0,7
2480772,156,16856.0,7
2481322,113,12075.0,7
2482996,163,6862.0,0
2486012,69,3890.0,7
2487480,189,8050.0,7
2491503,27,800.0,0
2491763,179,1119.0,0
2492353,162,8025.0,0
2492382,109,19645.0,7
2494838,171,256.0,0
2496341,104,5756.0,7
2496774,205,192313.0,0
2498847,-1,,
2499408,252,7764.0,0
2500550,90,9282.0,7
2500886,161,18131.0,0
2501299,208,18845.0,0
2501795,328,38539.0,0
2502240,232,10920.0,0
2502415,341,9025.0,7
2502680,116,6871.0,0
2504539,236,50102.0,0
2505828,145,14220.0,0
2506752,145,167466.0,0
2506900,224,481.0,7
2507571,151,22772.0,7
2509786,154,24170.0,0
2509814,242,15752.0,0
2510906,179,14866.0,7
2512968,234,1428.0,7
2514794,265,377433.0,0
2515040,133,7046.0,0
2515175,118,1988.0,0
2516225,263,74146.0,0
2519020,165,53127.0,0
2520728,237,12110.0,7
2521157,190,1598.0,7
2521709,99,2015.0,4
2522553,103,13560.0,0
2523041,311,4474.0,0
2525883,164,10680.0,0
2526372,14,1213.0,0
2526471,105,1406.0,0
2527751,271,3028.0,0
2532127,152,14478.0,0
2535682,225,20876.0,0
2537277,217,16805.0,0
2538682,28,1008.0,0
2539122,142,1084.0,7
2541786,151,17009.0,0
2542247,389,53807.0,0
2542936,200,0.0,0
2543116,90,11562.0,7
2543308,257,3258.0,7
2544018,126,414.0,7
2544399,198,12530.0,0
2544748,402,4535.0,7
2544887,187,3916.0,7
2545775,176,0.0,0
2546624,178,9864.0,0
2547005,181,998.0,0
2547058,70,1752.0,7
2547216,102,7256.0,0
2550304,85,4594.0,7
2550938,131,819.0,0
2553113,146,7153.0,7
2554757,195,2691.0,0
2555136,114,23176.0,0
2555255,150,2898.0,0
2556749,130,2799.0,7
2558394,126,5731.0,2
2558717,227,12186.0,7
2558923,48,70365.0,0
2559520,155,5128.0,7
2559974,163,6991.0,0
2560269,245,16797.0,0
2560700,49,6606.0,0
2561933,74,1928.0,7
2562410,22,0.0,0
2562627,163,5683.0,0
2562899,15,287.0,0
2564785,68,150.0,0
2564848,217,0.0,0
2565171,170,9703.0,0
2566105,49,4218.0,0
2566122,179,0.0,0
2568073,94,4192.0,7
2569041,150,10993.0,7
2571527,168,3360.0,0
2572853,73,0.0,0
2573958,340,13212.0,0
2574152,216,,0
2574353,96,2439.0,3
2574938,206,4864.0,7
2575289,320,10253.0,0
2576318,86,20101.0,1
2580161,212,3628.0,0
2580626,78,1705.0,0
2582732,406,13766.0,0
2584327,6,0.0,0
2585357,30,1126.0,7
2585776,277,2365.0,1
2587540,69,19209.0,7
2589286,79,14127.0,0
2589882,291,646.0,0
2590208,114,15140.0,0
2590380,190,5646.0,0
2591115,96,210.0,7
2592906,83,10125.0,7
2593110,104,26073.0,0
2593922,162,35210.0,0
2593943,228,39867.0,0
2594552,127,5314.0,0
2597120,378,5323.0,6
2597286,222,26623.0,0
2597951,48,33975.0,0
2599446,72,23315.0,0
2599528,145,655.0,7
2601041,345,39331.0,0
2604184,231,34459.0,0
2605781,192,8857.0,7
2605836,175,8454.0,0
2606268,217,10676.0,0
2606859,-1,,
2606889,127,9138.0,7
2607248,264,17653.0,0
2607579,157,5313.0,7
2608063,235,11695.0,0
2610526,141,5331.0,0
2610623,213,25709.0,7
2613365,146,18292.0,7
2614555,133,34960.0,1
2615707,78,2608.0,0
2616068,127,16672.0,7
2616200,91,400.0,0
2616731,11,0.0,0
2618786,70,5805.0,0
2618895,154,56027.0,0
2618991,193,7333.0,1
2619713,253,180068.0,7
2619972,151,2708.0,7
2620976,83,16104.0,0
2622399,91,0.0,0
2623061,145,9396.0,7
2624519,144,7727.0,0
2626026,89,1598.0,7
2628017,143,5732.0,7
2628337,131,18265.0,7
2628509,240,31186.0,7
2628609,90,1308.0,0
2628794,39,576.0,7
2630328,78,2521.0,0
2630489,80,25119.0,0
2632980,116,3703.0,7
2634178,120,37760.0,7
2636090,81,16854.0,0
2637485,101,24036.0,0
2638333,31,0.0,0
2639289,281,14367.0,7
2643191,84,37632.0,7
2645367,218,5049.0,7
2645647,80,19668.0,7
2646887,119,450.0,0
2647556,44,7726.0,5
2648472,147,0.0,0
2648952,139,17303.0,7
2649604,93,178.0,0
2650415,102,13489.0,0
2650729,241,1504.0,0
2651036,116,2922.0,0
2652066,144,595.0,0
2652852,99,4394.0,1
2653364,-1,,
2653897,114,3790.0,4
2654713,235,14049.0,7
2657961,267,25678.0,0
2660233,113,40930.0,1
2661322,67,8202.0,7
2661843,268,13607.0,0
2662805,130,14607.0,0
2663103,56,2813.0,7
2663473,264,1934.0,0
2667304,294,254.0,0
2668313,144,6882.0,7
2668342,30,1649.0,0
2668423,111,5093.0,0
2668643,329,41767.0,0
2669274,161,35539.0,0
2670627,205,4292.0,0
2671132,77,15272.0,0
2673599,201,15493.0,0
2674079,107,24017.0,7
2676108,200,0.0,0
2676157,139,15602.0,0
2677277,152,3561.0,0
2678235,106,278.0,0
2681084,148,29817.0,0
2685181,156,0.0,0
2690273,254,20900.0,7
2691837,156,3702.0,0
2692168,161,10755.0,3
2692862,140,1441.0,7
2692962,150,2766.0,0
2693521,224,5127.0,7
2695947,236,35804.0,7
2697518,151,34685.0,7
2697632,18,2002.0,0
2700766,148,8755.0,0
2701366,132,36725.0,0
2704884,54,9645.0,0
2707532,267,8370.0,6
2707546,290,40523.0,0
2709119,80,1108.0,7
2709137,999,2301.0,7
2710513,129,27934.0,0
2710999,56,0.0,0
2711898,191,46012.0,0
2712116,189,12937.0,0
2712680,14,0.0,0
2713823,75,11377.0,1
2715341,169,10970.0,0
2716073,122,3006.0,0
2718804,223,21844.0,0
2719111,205,3658.0,7
2719819,97,0.0,0
2722173,211,532.0,0
2722409,326,44976.0,0
2723255,134,4564.0,0
2725679,317,24666.0,0
2725765,131,74349.0,0
2727489,137,823.0,0
2728147,129,2424.0,7
2728564,144,10243.0,0
2729248,224,4808.0,7
2729391,103,15397.0,0
2730632,15,1435.0,0
2731870,233,17775.0,0
2733384,93,6640.0,0
2735438,70,4915.0,0
2735849,65,38257.0,0
2736938,109,14927.0,6
2738607,229,19139.0,0
2738670,123,31958.0,7
2738856,160,1198.0,0
2739498,102,4133.0,0
2741005,97,141.0,0
2742360,176,12156.0,7
2742385,151,18425.0,0
2743169,93,4219.0,7
2744996,120,11841.0,7
2745607,159,2252.0,7
2750035,152,14686.0,7
2753423,140,16803.0,0
2754326,51,2739.0,0
2755502,142,4010.0,7
2756441,108,1228.0,0
2759531,165,6581.0,2
2760270,242,7929.0,0
2761208,177,1441.0,7
2761458,82,21.0,0
2761595,98,11837.0,0
2761853,103,9717.0,0
2764744,106,7493.0,0
2764794,-1,,
2766656,140,3349.0,0
2766763,139,15391.0,0
2767600,101,2440.0,7
2768116,314,16217.0,0
2769243,192,14968.0,7
2769538,290,2664.0,0
2770037,154,14659.0,0
2772101,212,56628.0,0
2772307,187,143.0,0
2773455,239,0.0,0
2774270,187,27264.0,0
2775231,174,1740.0,0
2776293,149,17088.0,0
2776349,185,2835.0,0
2776763,187,793.0,0
2777347,212,25680.0,3
2778179,294,30894.0,0
2779295,309,31262.0,0
2779758,167,19048.0,0
2780389,123,3072.0,7
2781831,100,1101.0,0
2782276,231,53801.0,0
2782655,116,1055.0,0
2783343,115,1161.0,0
2783705,131,5289.0,7
2784659,186,32458.0,0
2785064,171,28699.0,7
2785143,34,0.0,0
2786842,103,3963.0,0
2786981,90,9964.0,0
2787564,350,20142.0,0
2787850,151,12597.0,4
2789392,66,3411.0,0
2789656,188,27486.0,0
2790836,138,18487.0,0
2794051,144,3036.0,0
2795911,103,10560.0,0
2797031,332,22918.0,0
2798482,-1,,
2798826,6,0.0,0
2799294,114,175.0,0
2799626,77,5198.0,7
2800631,114,30288.0,0
2802983,75,19259.0,0
2803296,228,9682.0,0
2803521,223,38240.0,0
2803682,88,2433.0,0
2803826,91,477.0,0
2803981,123,11550.0,0
2804035,185,34411.0,7
2805834,167,15861.0,7
2806617,305,19274.0,0
2806673,271,1321.0,7
2806685,305,28463.0,0
2806933,22,3773.0,0
2809290,157,3802.0,7
2811168,341,28449.0,0
2812736,148,13186.0,0
2813540,136,20498.0,0
2817116,234,12384.0,0
2818146,391,2390.0,7
2819333,257,21058.0,0
2819469,186,20748.0,0
2821267,53,22984.0,0
2821740,331,53044.0,0
2821895,121,4794.0,7
2823284,271,39933.0,0
2823607,157,20467.0,7
2824130,97,3513.0,0
2826168,130,10421.0,0
2827045,130,1385.0,0
2827047,187,16289.0,7
2827205,189,15332.0,7
2827394,110,3989.0,0
2827700,102,1163.0,0
2830403,38,266.0,0
2830619,81,2876.0,7
2830760,98,11194.0,0
2833444,59,11052.0,7
2833627,52,635.0,0
2833794,152,51364.0,0
2836693,210,4588.0,0
2837803,166,27185.0,0
2839326,183,75.0,0
2839820,226,13342.0,0
2840079,115,6602.0,0
2840284,163,16768.0,0
2840329,102,20325.0,0
2840371,104,296.0,0
2840629,215,2483.0,0
2841959,182,9904.0,0
2842343,30,12103.0,2
2843451,96,8689.0,0
2843547,182,14386.0,0
2843766,97,287.0,0
2845940,108,12201.0,7
2846148,199,1186.0,0
2846618,184,8414.0,6
2849184,211,11342.0,1
2849553,99,11096.0,7
2852168,293,1289.0,0
2852376,100,5413.0,0
2852425,340,63487.0,0
2852572,268,55059.0,0
2852673,112,8968.0,7
2853770,90,0.0,0
2854997,107,6087.0,7
2855350,58,10933.0,0
2858649,174,20497.0,0
2859271,110,35204.0,1
2859288,180,0.0,0
2860705,54,5362.0,0
2862238,159,8659.0,7
2863568,188,5063.0,0
2864507,80,10371.0,7
2865606,86,2478.0,7
2866018,164,21973.0,0
2867017,170,20423.0,0
2867117,116,7630.0,0
2867417,235,11671.0,0
2868078,81,10480.0,0
2868418,82,5888.0,0
2869324,147,13126.0,0
2869698,191,70791.0,0
2870251,152,50498.0,0
2870941,119,11637.0,0
2871877,95,0.0,0
2872139,-1,,
2872312,85,3859.0,0
2872479,136,1039.0,0
2872643,132,1167.0,0
2873081,134,86.0,0
2873718,64,571.0,7
2873945,103,4321.0,0
2874055,197,7976.0,7
2874296,193,1328.0,0
2874695,149,13062.0,0
2875090,159,5617.0,0
2876001,219,26005.0,0
2878125,175,6305.0,0
2880386,182,22769.0,7
2882022,137,582.0,0
2882122,137,15151.0,0
2882553,36,38820.0,0
2882646,67,2857.0,0
2884759,173,16018.0,0
2885204,109,7248.0,7
2885256,44,15754.0,0
2885727,60,1104.0,7
2885787,17,525.0,6
2885795,106,4195.0,7
2885977,94,2061.0,7
2886329,113,6568.0,7
2887222,103,10775.0,0
2887256,95,3315.0,0
2888216,100,9366.0,2
2888484,129,11215.0,0
2888705,111,27784.0,0
2889411,237,4508.0,7
2891336,214,30171.0,0
2891760,136,8112.0,2
2891795,121,865.0,0
2892234,186,2975.0,0
2893317,155,2956.0,7
2893692,88,8632.0,7
2894429,118,28466.0,0
2896439,27,2475.0,0
2896686,98,18867.0,0
2897988,101,20431.0,7
2898243,115,6564.0,0
2898368,247,4292.0,1
2899856,89,7642.0,7
2899930,134,20074.0,0
2900586,90,12621.0,0
2900624,296,10663.0,0
2900758,181,10634.0,0
2901116,274,3955.0,0
2901560,197,31591.0,0
2902667,126,14888.0,7
2904043,35,6696.0,0
2904330,244,1390.0,0
2905711,114,4339.0,0
2908284,50,43.0,0
2908848,102,7379.0,7
2908861,187,11998.0,0
2910355,114,2431.0,0
2911986,82,2468.0,0
2913449,114,11634.0,0
2913688,131,12874.0,0
2913730,31,1072.0,0
2913870,179,14092.0,0
2914233,86,2764.0,7
2916745,267,660.0,0
2917198,181,16106.0,0
2917245,306,10757.0,0
2919143,79,3628.0,0
2920214,88,3719.0,7
2920297,90,18.0,0
2921208,-1,,
2921613,82,17520.0,7
2921994,74,0.0,0
2922717,150,18093.0,0
2922912,196,5217.0,0
2922949,254,42200.0,7
2923388,269,10754.0,7
2924663,184,13991.0,0
2924776,146,2956.0,7
2925153,25,1095.0,0
2925625,195,28647.0,0
2926002,203,22181.0,0
2926619,253,11341.0,7
2927684,191,50774.0,0
2928736,275,28537.0,2
2929266,298,3963.0,0
2929961,117,8444.0,0
2930549,119,12061.0,0
2930564,198,10416.0,0
2930796,78,3405.0,6
2930878,34,39.0,0
2931848,198,2007.0,0
2932832,97,21261.0,7
2932933,139,15568.0,7
2933053,362,5247.0,7
2933356,157,19566.0,0
2934552,246,36295.0,0
2935408,158,3142.0,7
2937327,47,2486.0,7
2937599,137,12383.0,6
2939038,151,21938.0,2
2939684,225,49685.0,0
2940007,166,22738.0,7
2940054,82,30857.0,0
2941451,191,5694.0,0
2942679,323,9933.0,0
2942699,339,82.0,0
2942894,222,22088.0,0
2944886,41,12668.0,0
2945189,222,1081.0,0
2945620,368,24437.0,0
2946209,243,232.0,0
2947523,154,4363.0,0
2948119,185,2988.0,7
2949045,252,19755.0,7
2949233,34,1817.0,0
2949296,136,31482.0,0
2950230,158,33334.0,7
2950531,34,0.0,0
2950670,149,36285.0,0
2951105,80,987.0,7
2951254,147,30793.0,0
2951497,239,0.0,0
2951579,-1,,
2951679,391,12815.0,0
2951689,26,480.0,0
2951786,208,51.0,0
2952780,43,8000.0,0
2954715,115,8721.0,6
2955345,97,4041.0,0
2955702,83,2812.0,7
2956021,227,11662.0,0
2956061,46,14267.0,7
2958047,231,0.0,0
2959595,130,7652.0,0
2959895,267,48077.0,0
2961073,-1,,
2961885,260,1437.0,0
2962965,206,38219.0,0
2963208,97,23897.0,0
2963440,129,3486.0,0
2963462,93,1650.0,0
2964139,317,7972.0,7
2964860,35,12283.0,0
2965354,179,22290.0,0
2965859,98,4244.0,0
2968004,60,13472.0,0
2968691,138,20790.0,1
2969246,124,6045.0,0
2970539,184,45642.0,0
2970954,176,26055.0,0
2971166,45,0.0,0
2972167,140,3297.0,7
2972263,348,229.0,0
2972479,110,17122.0,0
2974423,93,5014.0,7
2975200,213,5623.0,0
2975337,114,7455.0,0
2975702,74,3136.0,7
2976281,143,14321.0,7
2976881,113,3028.0,7
2977444,98,11670.0,7
2977496,113,44192.0,0
2980775,151,11016.0,7
2981754,259,22934.0,0
2981820,101,2082.0,0
2982429,119,15430.0,0
2983076,94,6040.0,7
2983130,94,4168.0,0
2983143,119,6848.0,7
2984395,221,23571.0,1
2985499,157,18388.0,0
2985742,150,4586.0,7
2986493,111,6489.0,0
2986655,66,49173.0,0
2988453,172,3743.0,6
2989873,143,13065.0,0
2990378,152,19932.0,1
2990833,282,11903.0,0
2991005,35,8286.0,0
2992338,124,3747.0,0
2992702,210,11377.0,1
2992950,202,35.0,0
2993655,161,37113.0,0
2993910,159,13918.0,7
2994038,132,405.0,0
2994152,128,4735.0,7
2994434,228,44270.0,0
2994644,78,8878.0,7
2997724,110,6278.0,0
2999018,189,10705.0,0
2999921,134,0.0,0
2999961,-1,,
3000675,212,66061.0,3
3001169,144,6936.0,2
3001364,193,40452.0,0
3001720,307,32428.0,1
3001895,161,7782.0,0
3002866,233,9052.0,0
3003266,134,10709.0,0
3003462,90,4683.0,1
3005907,158,4621.0,7
3006545,71,4290.0,7
3007185,166,1143.0,7
3007673,248,23570.0,0
3008719,109,8476.0,0
3008828,146,18524.0,0
3010673,75,3809.0,0
3012159,158,14641.0,7
3012935,182,5512.0,1
3012988,100,7713.0,0
3016241,177,37943.0,0
3016514,131,5266.0,0
3017987,110,19679.0,7
3018253,225,9951.0,7
3019549,172,16248.0,0
3019909,133,6053.0,0
3021071,189,27133.0,0
3022932,82,2409.0,7
3023086,265,15107.0,2
3023320,162,10941.0,0
3023363,204,10309.0,0
3023370,255,6277.0,0
3023767,131,22347.0,0
3023815,190,13773.0,0
3025746,172,16061.0,0
3028704,209,29063.0,1
3028980,209,319.0,0
3030996,122,4309.0,7
3031426,302,7083.0,7
3032068,380,9531.0,0
3033682,999,9813.0,7
3036002,2,900.0,0
3037451,58,6911.0,0
3038183,240,5570.0,0
3039096,211,26526.0,0
3039103,293,56332.0,0
3039166,105,8360.0,7
3040084,96,5884.0,1
3040623,185,84906.0,0
3041462,113,17205.0,0
3042032,109,10433.0,0
3045256,202,2152.0,0
3049381,195,26456.0,0
3050151,179,8065.0,0
3051263,303,28923.0,0
3052154,205,13783.0,0
3053837,-1,,
3055001,122,11721.0,7
3055376,138,15051.0,0
3056185,131,10881.0,7
3058493,209,20226.0,7
3058793,306,51808.0,0
3059971,184,12996.0,0
3059995,125,2140.0,7
3064975,127,20334.0,0
3065619,153,32046.0,0
3065952,237,13803.0,0
3068248,278,46729.0,0
3068733,176,7180.0,7
3068843,59,2059.0,7
3071898,156,183.0,0
3071925,302,13081.0,0
3072304,111,2199.0,7
3073190,145,25744.0,0
3073253,147,5898.0,0
3073958,145,30510.0,0
3074406,68,1826.0,7
3075192,117,1767.0,7
3076583,-1,,
3077187,122,6875.0,0
3078676,83,4091.0,7
3078838,149,1522.0,0
3081274,91,13527.0,2
3081402,107,8793.0,0
3082156,146,19996.0,0
3082285,128,10332.0,1
3083455,215,12393.0,7
3083945,165,56.0,0
3085508,9,1041.0,0
3085626,56,16585.0,2
3087569,154,2269.0,7
3087967,171,27514.0,0
3088479,160,4322.0,0
3090502,164,25095.0,0
3090817,132,10691.0,7
3091333,176,14098.0,2
3091358,221,33456.0,0
3091399,114,2778.0,7
3091918,118,24362.0,0
3092843,275,32598.0,0
3093155,80,827.0,7
3093395,95,480.0,0
3095333,73,3099.0,7
3096248,111,16679.0,0
3096430,112,7276.0,0
3096436,162,2396.0,0
3096815,134,6163.0,0
3097902,232,22761.0,0
3098028,86,21483.0,0
3099490,294,474.0,0
3099662,167,5145.0,0
3100020,236,513.0,0
3100122,133,3173.0,7
3100724,68,438.0,7
3101841,14,1275.0,5
3103414,129,7373.0,7
3104248,120,18226.0,7
3104271,163,2509.0,7
3104994,36,1217.0,0
3105555,14,0.0,0
3107437,96,20233.0,0
3108134,104,5134.0,7
3108368,209,29773.0,0
3109392,108,7148.0,0
3109677,282,32239.0,0
3109984,136,39970.0,7
3110229,349,13800.0,7
3110662,68,474.0,0
3111217,168,18428.0,0
3111731,95,194.0,0
3113056,103,3938.0,7
3113123,144,8669.0,7
3113173,88,18403.0,0
3113603,176,1003.0,0
3113749,155,30796.0,0
3113782,179,4638.0,0
3113882,31,1929.0,7
3114042,115,2718.0,7
3114407,317,599.0,0
3114704,156,16928.0,0
3116245,281,4588.0,0
3118164,119,8027.0,0
3119932,166,21799.0,0
3121059,36,1305.0,1
3121245,211,23209.0,0
3122822,256,13820.0,0
3123047,169,22718.0,0
3123135,137,4445.0,7
3123144,106,4926.0,0
3123510,194,11427.0,7
3123829,141,18104.0,0
3124669,151,15572.0,2
3124687,254,42055.0,7
3125284,56,4838.0,0
3125798,243,11564.0,0
3126770,235,19253.0,7
3129322,215,29681.0,7
3129647,95,39061.0,7
3129858,242,6984.0,7
3130891,156,4881.0,0
3131096,275,16469.0,1
3131239,184,34036.0,0
3131879,37,659.0,1
3131949,157,1845.0,0
3132777,174,39371.0,0
3133187,78,1922.0,7
3133275,128,1208.0,7
3135083,246,17194.0,0
3136140,151,18901.0,7
3139657,118,2131.0,7
3140174,201,6664.0,0
3140457,220,19790.0,0
3140590,257,9794.0,0
3142403,119,33630.0,0
3142715,117,8795.0,0
3142895,141,21670.0,7
3142932,141,2803.0,7
3143683,102,28389.0,0
3143984,228,5322.0,7
3144275,116,4131.0,0
3145783,60,23956.0,0
3146110,167,16364.0,7
3146477,36,411.0,2
3146789,134,5507.0,7
3147191,81,9246.0,7
3147277,185,3827.0,0
3147311,110,711.0,0
3148297,182,21179.0,0
3148353,-1,,
3148598,188,17159.0,0
3150550,182,13544.0,7
3150814,77,40693.0,7
3152218,140,2933.0,0
3154599,120,10670.0,7
3155085,140,15132.0,0
3156135,228,9895.0,7
3158171,163,24283.0,6
3158791,184,29160.0,7
3159608,272,8790.0,7
3160977,164,1237.0,7
3160994,69,26556.0,7
3161801,55,12488.0,0
3162751,266,5699.0,7
3162988,99,1779.0,7
3163487,216,1866.0,7
3163605,159,28530.0,0
3163987,85,5767.0,7
3165343,404,22455.0,0
3166477,143,16968.0,0
3167341,120,0.0,0
3167818,127,11281.0,7
3172482,-1,,
3172532,154,2746.0,0
3172684,172,4359.0,1
3173065,232,6057.0,7
3173098,132,7670.0,2
3173652,93,3572.0,7
3175190,370,8009.0,0
3175242,167,23880.0,0
3175946,153,3859.0,0
3176059,103,16501.0,0
3177189,150,1496.0,7
3177514,114,6534.0,0
3178388,57,14630.0,0
3178550,105,10421.0,0
3178814,78,373.0,0
3178989,76,3177.0,7
3179309,240,8994.0,7
3180086,231,13776.0,0
3182448,382,12434.0,0
3183709,98,13633.0,7
3184002,47,2730.0,7
3184482,332,39095.0,0
3186362,65,4044.0,0
3186801,141,3840.0,0
3187105,164,28937.0,7
3187765,79,18230.0,7
3190067,187,13505.0,0
3191258,146,8288.0,7
3191316,94,4341.0,0
3192359,315,399617.0,0
3192395,177,19726.0,0
3192776,34,984.0,7
3196341,161,23524.0,7
3197399,35,4468.0,7
3197767,189,25031.0,0
3198296,105,360.0,0
3198782,170,157.0,0
3199096,-1,,
3199633,210,32249.0,0
3200397,135,12195.0,0
3200651,227,7298.0,7
3201233,119,9038.0,0
3201390,201,17412.0,0
3201581,150,8504.0,0
3203144,62,1571.0,0
3203562,63,2861.0,0
3203967,112,73.0,0
3205025,164,612.0,7
3205150,190,9074.0,0
3206461,192,7523.0,7
3208179,52,0.0,0
3209584,80,1964.0,7
3210239,187,121.0,7
3211692,139,10286.0,0
3212088,98,56.0,0
3213636,169,148.0,0
3214987,199,3731.0,7
3215696,6,0.0,0
3216960,92,3154.0,6
3220882,60,12886.0,7
3221113,118,6047.0,7
3221569,179,5876.0,7
3222914,164,27044.0,0
3223442,336,410.0,0
3224711,244,12211.0,0
3227555,312,31299.0,7
3228280,211,509.0,0
3228795,95,5614.0,7
3228894,175,31726.0,0
3230706,209,1580.0,7
3230848,123,598.0,7
3232768,138,13155.0,0
3234267,93,13299.0,0
3234586,237,12637.0,7
3234802,259,0.0,0
3236872,137,54727.0,0
3237807,86,4069.0,0
3238625,190,17370.0,7
3238778,213,16529.0,0
3240994,198,5437.0,7
3241017,196,2770.0,7
3241637,343,0.0,0
3242334,95,670.0,2
3242434,64,15605.0,0
3242580,102,24800.0,0
3243509,74,829.0,7
3244434,119,29928.0,7
3245889,241,28456.0,3
3247083,357,20351.0,0
3247299,206,4146.0,0
3247647,232,43475.0,0
3248238,128,3158.0,0
3250032,128,20371.0,0
3250237,239,0.0,0
3250822,77,998.0,7
3251113,200,8755.0,0
3251208,260,17619.0,7
3251329,181,4248.0,0
3252071,273,25193.0,0
3252393,181,3729.0,7
3252428,99,558.0,0
3255123,281,26501.0,0
3255143,126,14039.0,0
3255768,173,21380.0,7
3255931,109,1949.0,0
3256339,14,2308.0,0
3257415,86,3448.0,7
3257573,270,4106.0,0
3259329,116,12582.0,0
3259502,43,669.0,0
3260960,223,33702.0,0
3261851,58,1450.0,2
3262753,146,24838.0,0
3262914,85,16345.0,7
3262975,199,29978.0,0
3263364,125,12763.0,7
3263443,319,26612.0,0
3263924,277,8800.0,0
3264253,190,4912.0,7
3265135,117,7443.0,0
3266436,123,5989.0,0
3267273,292,12055.0,0
3267341,71,4497.0,7
3267545,204,80282.0,1
3270427,122,2457.0,7
3275197,157,36701.0,0
3276167,329,0.0,0
3277864,195,13063.0,0
3278683,66,0.0,0
3279296,121,653.0,0
3280328,138,32398.0,0
3280334,180,34905.0,0
3280473,146,3464.0,4
3280886,175,12700.0,7
3282076,164,258.0,0
3282107,118,4466.0,0
3282531,111,12894.0,0
3283137,183,0.0,0
3284945,29,35440.0,0
3285806,144,15682.0,0
3286736,45,52.0,0
3286749,272,84599.0,0
3287859,78,12655.0,2
3288033,150,6992.0,0
3288086,56,3963.0,0
3289654,105,4098.0,7
3289904,117,2052.0,7
3289972,106,19322.0,0
3290047,284,17207.0,0
3290091,89,17107.0,1
3290292,97,5042.0,7
3290669,177,30486.0,0
3290958,71,140.0,0
3294723,139,7295.0,7
3294957,82,6116.0,0
3295298,218,0.0,0
3295664,200,13547.0,0
3298654,108,6761.0,7
3299006,230,2082.0,0
3299389,91,12694.0,7
3299646,307,28895.0,7
3299822,103,4414.0,0
3300762,93,14387.0,7
3301757,213,52845.0,0
3303136,162,38364.0,0
3303330,216,29974.0,0
3303743,335,24188.0,0
3308065,144,25876.0,0
3308494,120,3607.0,7
3308534,210,18238.0,0
3309329,104,2075.0,7
3309608,93,4550.0,0
3312252,210,9358.0,7
3313165,256,1192.0,0
3313573,92,1243.0,7
3314039,320,6615.0,7
3314622,82,8259.0,0
3314710,174,3661.0,7
3315593,265,15222.0,7
3315634,216,25933.0,0
3316017,217,65173.0,0
3316251,156,2078.0,7
3318271,200,21413.0,7
3318492,270,2080.0,0
3320852,3,0.0,0
3320923,230,10246.0,0
3322330,240,23265.0,7
3325331,233,0.0,0
3325645,234,1873.0,7
3327575,331,66173.0,0
3328664,218,11598.0,0
3329319,102,6657.0,7
3329921,115,13898.0,0
3330776,322,2209.0,0
3331708,15,0.0,0
3332173,168,14645.0,0
3332480,164,1589.0,7
3332728,141,17529.0,0
3333234,241,18380.0,0
3333673,176,11674.0,7
3334012,48,616.0,7
3334208,200,17721.0,0
3334304,119,22411.0,0
