UID,ALL_AgeOfOldestAccount,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts
7226797,264,2641.0,0
7227205,225,11950.0,0
7228032,115,2395.0,0
7229281,304,5396.0,7
7229543,209,2280.0,7
7230820,262,10907.0,0
7230835,332,25164.0,0
7230881,202,14964.0,0
7233678,154,16539.0,7
7234453,88,119.0,0
7239624,239,10330.0,0
7239691,176,34079.0,0
7241206,80,5555.0,7
7241251,116,9240.0,7
7241790,135,1623.0,7
7244814,184,1442.0,0
7244992,-1,,
7246530,264,443.0,0
7247931,193,8354.0,0
7248423,93,255.0,0
7250998,184,1315.0,0
7252701,133,15001.0,0
7257541,147,7641.0,0
7257560,-1,,
7259036,167,32419.0,0
7259191,120,1738.0,0
7260939,-1,,
7264087,322,16437.0,0
7266751,137,3033.0,7
7267440,169,3106.0,0
7268130,257,500.0,0
7269687,133,19556.0,7
7272882,162,11377.0,0
7273418,139,4595.0,0
7273654,220,4783.0,7
7274492,111,0.0,0
7274927,134,16284.0,0
7275238,236,14511.0,7
7275681,217,48529.0,0
7275723,285,9321.0,0
7280729,208,25254.0,0
7281569,162,12484.0,7
7281771,458,12361.0,0
7282284,140,12063.0,0
7282697,178,4425.0,0
7282856,156,4094.0,0
7283069,152,5818.0,0
7284164,228,19254.0,0
7285188,121,1460.0,0
7285680,114,17895.0,0
7286545,150,523.0,0
7286576,146,6561.0,0
7288284,142,0.0,0
7288955,114,10511.0,0
7289512,158,19196.0,7
7290180,150,4706.0,0
7290505,256,8815.0,0
7291041,213,11829.0,0
7291389,120,17158.0,0
7292135,68,937.0,7
7293297,101,1706.0,7
7293333,191,36082.0,0
7293552,141,11933.0,7
7293962,177,778.0,7
7294199,93,456.0,0
7296192,48,346.0,7
7296352,265,39258.0,0
7297439,162,4967.0,7
7297778,196,22397.0,0
7298308,167,722.0,7
7298335,158,18705.0,0
7299052,158,14428.0,0
7299609,-1,,
7300347,129,20059.0,0
7301158,124,26271.0,0
7305307,70,546.0,0
7307450,32,40.0,0
7308772,106,7647.0,0
7309403,86,8297.0,7
7311279,167,6827.0,0
7312151,137,13596.0,0
7312338,144,1210.0,7
7313959,140,33988.0,0
7314188,65,15456.0,7
7315622,54,909.0,7
7317796,88,6568.0,0
7318719,187,18311.0,0
7319097,126,31684.0,1
7320319,303,15105.0,0
7320715,223,18150.0,0
7325516,152,11747.0,0
7325996,323,15333.0,0
7326845,171,0.0,0
7327038,298,5942.0,0
7327299,230,3511.0,0
7328875,125,5086.0,7
7329201,277,26794.0,0
7329226,177,1195.0,0
7330171,111,9260.0,0
7330985,145,22880.0,0
7331142,379,44192.0,0
7331399,295,21382.0,0
7336407,414,19010.0,0
7336409,101,475.0,0
7337099,146,1210.0,0
7337615,375,74100.0,0
7338431,216,730.0,0
7338957,205,14952.0,0
7340935,117,12091.0,0
7343835,114,10293.0,0
7343897,176,6609.0,1
7345896,29,1875.0,0
7347066,202,13796.0,0
7347508,161,2061.0,7
7347999,156,13125.0,7
7348840,132,7614.0,0
7350762,276,12256.0,0
7351540,157,8639.0,7
7352055,133,30988.0,0
7352661,377,9604.0,0
7353691,102,25.0,0
7355517,204,17404.0,0
7356632,79,0.0,0
7357238,63,5477.0,0
7357441,253,18518.0,0
7357970,98,0.0,0
7359366,111,44.0,0
7360160,98,1626.0,7
7362401,207,25388.0,0
7364628,201,1022.0,0
7367017,67,4691.0,7
7368032,318,38474.0,0
7368529,82,6621.0,7
7368912,105,13820.0,7
7369502,154,2216.0,7
7369598,33,3386.0,7
7371469,146,7104.0,7
7372126,47,1460.0,0
7376476,72,11355.0,0
7376875,219,2084.0,7
7377008,82,659.0,0
7378528,289,11298.0,0
7379436,275,13338.0,0
7379974,232,792.0,0
7383469,122,2277.0,0
7386111,130,16971.0,0
7389413,227,3688.0,7
7389647,21,2515.0,7
7390032,246,3183.0,3
7392108,230,30117.0,0
7393164,296,16163.0,0
7393799,196,9869.0,0
7396147,307,0.0,0
7396364,338,30.0,0
7396409,84,15772.0,7
7399644,97,5343.0,0
7402132,181,21774.0,7
7403744,93,9463.0,0
7403978,96,7533.0,7
7407957,125,512.0,0
7409132,65,294.0,0
7410059,121,5059.0,0
7410427,74,0.0,0
7412474,37,323.0,6
7412763,199,51432.0,0
7415135,193,9427.0,7
7415197,18,0.0,0
7418671,13,288.0,1
7420471,230,21606.0,0
7420486,68,2835.0,7
7420990,148,12816.0,7
7421577,66,34.0,0
7423447,94,2926.0,0
7424034,60,3174.0,7
7424358,157,10913.0,7
7424993,160,7975.0,7
7427741,247,28827.0,0
7428678,124,504.0,0
7429298,396,10855.0,0
7429521,173,3739.0,7
7433913,227,5644.0,7
7435078,157,293.0,0
7437190,164,14452.0,0
7437654,196,3331.0,0
7438990,108,0.0,0
7440658,61,0.0,0
7441727,166,1856.0,0
7444169,152,1306.0,0
7444694,142,7024.0,0
7445064,79,1129.0,7
7450163,64,222.0,0
7450324,103,385.0,7
7450326,429,2515.0,0
7451736,173,23808.0,0
7455451,97,15188.0,0
7456226,183,18187.0,0
7457040,159,6896.0,0
7459020,131,3950.0,0
7462821,124,15416.0,1
7463533,260,5928.0,0
7463643,75,1821.0,7
7464264,240,436.0,0
7464479,99,6166.0,0
7466973,79,12928.0,0
7472120,351,33193.0,7
7472566,163,83.0,0
7473988,157,6908.0,7
7475748,67,2709.0,1
7477598,405,20082.0,7
7478314,114,8244.0,0
7480093,68,0.0,0
7480112,294,12353.0,0
7481148,58,0.0,0
7482742,112,845.0,0
7483705,202,5909.0,7
7483982,94,3207.0,7
7486093,129,1872.0,0
7486109,177,51848.0,0
7487199,203,10683.0,0
7489057,252,59027.0,0
7489292,73,0.0,0
7489564,168,16631.0,0
7489629,347,51748.0,0
7490075,387,1166.0,0
7491181,157,5770.0,0
7492924,289,25074.0,0
7493513,88,26030.0,0
7493969,121,909.0,7
7494137,224,31348.0,0
7495370,299,2472.0,7
7496007,88,20495.0,7
7496487,78,9716.0,7
7497481,204,18001.0,0
7497558,133,18545.0,0
7498426,118,20549.0,7
7500056,162,37034.0,0
7500698,120,20067.0,7
7500865,149,18107.0,7
7501093,16,0.0,0
7501427,145,1152.0,7
7502240,205,36935.0,0
7503538,153,6080.0,0
7503826,182,36755.0,0
7504874,147,4471.0,7
7506060,172,9963.0,7
7506787,203,0.0,0
7507121,-1,,
7507839,223,27098.0,0
7510097,143,13555.0,0
7510325,106,4890.0,7
7511053,120,2829.0,7
7514155,134,4207.0,7
7516669,195,32999.0,0
7517443,122,15305.0,0
7517866,110,8430.0,0
7518660,282,6637.0,0
7519422,182,9689.0,7
7520432,202,24842.0,1
7520611,97,11005.0,0
7522360,141,13585.0,0
7522576,186,4519.0,7
7523608,151,28980.0,0
7523710,136,4452.0,0
7523817,129,25665.0,0
7524472,232,19277.0,0
7526594,31,5907.0,0
7527521,154,24130.0,0
7527976,87,916.0,7
7528849,274,22344.0,0
7530129,137,25297.0,0
7530156,161,22389.0,0
7531506,209,7212.0,7
7531926,209,40154.0,0
7535021,213,16182.0,1
7536194,204,500.0,7
7538344,144,41849.0,0
7538582,75,31870.0,0
7538859,103,12709.0,0
7538954,102,1406.0,7
7539197,88,11694.0,2
7540054,208,4685.0,7
7540697,74,7657.0,7
7543056,131,1004.0,0
7545515,21,538.0,0
7546132,116,1359.0,7
7546732,90,1399.0,0
7548558,412,23496.0,0
7549246,78,11387.0,0
7551715,37,0.0,0
7551764,-1,,
7553242,68,863.0,7
7553701,85,555.0,7
7557281,142,12530.0,0
7557590,238,6075.0,0
7560701,180,464.0,7
7560748,360,18369.0,0
7561336,155,19420.0,0
7561544,189,58096.0,0
7564023,78,1699.0,0
7564517,216,577.0,0
7565075,251,10298.0,0
7566363,231,2284.0,0
7567127,19,1192.0,0
7568067,150,3111.0,0
7568923,337,14491.0,0
7569921,237,5251.0,0
7570086,147,4416.0,7
7570100,98,14994.0,1
7570721,302,2543.0,7
7570783,175,3644.0,7
7571974,141,5666.0,7
7572414,251,79824.0,0
7573482,100,3034.0,7
7574723,139,8090.0,0
7575032,136,18761.0,0
7575406,98,5553.0,4
7575565,132,7252.0,0
7576367,94,2736.0,7
7577469,99,4246.0,0
7579279,75,1833.0,7
7582287,191,2092.0,0
7585962,132,9925.0,7
7589253,140,8050.0,0
7592382,82,83.0,0
7595351,138,16293.0,1
7599095,302,14598.0,7
7599767,206,38575.0,0
7600640,313,50121.0,0
7600956,136,2347.0,1
7603596,108,5264.0,0
7605617,24,5133.0,0
7606278,178,17123.0,7
7608436,10,4828.0,0
7610461,195,6600.0,0
7612833,327,355.0,0
7614253,305,18671.0,0
7615774,204,8971.0,1
7617769,391,784.0,0
7618502,232,3831.0,6
7619880,188,52806.0,0
7620729,175,21158.0,7
7621805,180,19364.0,0
7625536,194,24019.0,0
7625566,433,1972.0,0
7625811,150,7685.0,7
7626698,129,13738.0,7
7627361,160,8507.0,7
7628001,287,5379.0,0
7630610,27,15.0,0
7630664,110,6705.0,0
7631300,251,13021.0,0
7631715,158,10551.0,0
7632282,135,0.0,0
7632428,261,22681.0,7
7634986,39,749.0,0
7635154,132,7569.0,7
7637192,170,13627.0,0
7637201,162,18525.0,0
7639361,97,12756.0,7
7640177,138,534.0,0
7641399,122,11038.0,7
7644093,165,26595.0,0
7645202,86,7590.0,7
7648026,141,15059.0,0
7650299,232,1688.0,0
7652386,182,845.0,7
7652639,176,8507.0,0
7655235,121,10415.0,0
7657743,296,22172.0,0
7657775,151,19391.0,0
7659273,28,1512.0,7
7660333,114,5879.0,0
7660803,147,1487.0,0
7661452,321,25260.0,0
7662380,122,10381.0,0
7664027,299,16189.0,0
7664428,120,16731.0,0
7666253,240,8120.0,0
7670884,240,33731.0,0
7671756,166,7860.0,0
7671824,217,5826.0,0
7672388,163,18769.0,7
7672663,165,3411.0,7
7674447,218,35533.0,0
7674952,220,11363.0,0
7676029,170,17455.0,0
7677228,163,13218.0,7
7677269,152,0.0,0
7677406,62,2857.0,7
7677866,187,33726.0,0
7678118,264,153.0,7
7679231,80,13851.0,7
7679480,114,14376.0,0
7679604,242,720.0,0
7680657,244,6671.0,7
7681493,157,13363.0,0
7681995,196,20465.0,7
7682499,149,15239.0,0
7682851,144,8371.0,0
7686710,369,6058.0,0
7690481,63,4253.0,7
7690701,110,2901.0,7
7691711,273,17511.0,0
7692625,-1,,
7693607,40,522.0,0
7694715,145,36595.0,0
7695342,55,2959.0,0
7695716,198,2099.0,0
7695787,-1,,
7696402,229,1570.0,0
7696638,102,2219.0,7
7698410,38,0.0,0
7699826,75,18306.0,7
7699873,98,3149.0,7
7700154,149,21.0,0
7700253,76,0.0,0
7700680,219,9663.0,0
7701870,-1,,
7702733,240,4775.0,7
7702810,233,11189.0,0
7704480,103,5270.0,1
7707486,151,17534.0,7
7707606,294,6784.0,7
7708058,169,54043.0,0
7708272,233,10969.0,0
7709164,254,2042.0,7
7714678,7,0.0,0
7715624,176,34469.0,6
7716680,90,5708.0,7
7717154,209,31171.0,0
7717242,169,1782.0,7
7718498,229,0.0,0
7718764,-1,,
7719050,252,23540.0,0
7719993,223,1235.0,7
7720466,124,45093.0,0
7720527,13,941.0,0
7721666,306,7023.0,0
7721745,342,21121.0,0
7726292,97,10786.0,0
7728339,156,2311.0,0
7730618,233,11422.0,0
7731410,128,12486.0,0
7733037,95,3842.0,7
7735054,21,443.0,0
7735500,238,10385.0,7
7736079,84,12905.0,0
7736475,92,1209.0,7
7737043,166,20372.0,0
7738002,240,51336.0,0
7738959,48,469.0,0
7739484,81,814.0,0
7740161,64,8627.0,0
7740519,85,3616.0,0
7740917,94,5391.0,7
7742188,89,59236.0,0
7745019,169,11712.0,0
7746483,258,10521.0,0
7747699,206,1503.0,7
7751333,262,25700.0,2
7751401,209,25778.0,0
7753613,97,0.0,0
7753970,51,19299.0,7
7754927,159,9891.0,0
7756938,218,14794.0,0
7757701,154,13279.0,0
7758163,104,1675.0,7
7758331,200,5096.0,7
7759279,249,10300.0,7
7759618,234,24919.0,0
7760716,225,7420.0,7
7764811,134,13647.0,0
7768791,120,431.0,7
7770685,63,88.0,0
7771688,180,17249.0,0
7772270,277,17034.0,0
7772511,205,8186.0,7
7772739,95,16727.0,0
7773616,191,33649.0,0
7779249,70,1566.0,0
7779635,69,761.0,0
7781990,158,1905.0,7
7786362,48,6709.0,0
7786428,110,4604.0,7
7789950,287,24045.0,7
7791260,145,5000.0,7
7793142,241,1735.0,7
7794537,155,25282.0,0
7796708,222,1414.0,0
7796993,163,4408.0,7
7797947,205,9882.0,7
7797962,100,8971.0,7
7798204,166,16004.0,7
7802294,236,10682.0,0
7802396,212,15616.0,0
7803655,43,0.0,0
7805257,137,2250.0,7
7807401,286,1100.0,0
7808990,231,63369.0,0
7809073,124,14362.0,0
7809694,765,35226.0,0
7810282,156,5852.0,7
7810584,355,7702.0,0
7811205,259,6018.0,7
7811746,217,15529.0,0
7812666,28,368.0,7
7813974,328,5292.0,0
7817148,273,1823.0,0
7817682,75,1284.0,7
7818278,171,27225.0,7
7818310,74,21720.0,7
7818516,149,14002.0,7
7820931,133,19333.0,0
7821937,155,11699.0,7
7822816,136,12467.0,0
7825136,276,44026.0,0
7825746,282,23450.0,7
7828029,21,0.0,0
7828535,275,18989.0,0
7829612,169,20121.0,0
7831619,86,4792.0,7
7831804,213,19438.0,0
7833273,299,5773.0,0
7833382,192,13755.0,0
7834475,270,3394.0,7
7837022,127,14389.0,7
7837865,27,0.0,0
7838084,51,1217.0,0
7839677,117,2739.0,7
7840038,210,1721.0,7
7841752,309,15266.0,0
7841798,112,15497.0,0
7843255,101,10681.0,7
7845274,411,0.0,0
7845421,262,5177.0,2
7845427,65,875.0,0
7846399,228,7602.0,1
7851145,73,7117.0,7
7851835,112,9007.0,0
7851853,155,36208.0,0
7853029,212,15932.0,0
7853361,287,55325.0,0
7853558,114,26187.0,0
7854163,142,7824.0,0
7854512,176,19186.0,0
7856503,112,2586.0,0
7856632,51,3924.0,0
7859033,95,0.0,0
7862024,155,0.0,0
7862128,145,12724.0,0
7862715,376,2048.0,0
7863138,138,3189.0,0
7863875,49,5451.0,7
7864739,80,17348.0,0
7865363,165,21532.0,0
7865936,83,22353.0,0
7866229,203,12963.0,7
7866984,235,3392.0,7
7867053,185,20576.0,0
7867525,96,11414.0,0
7868433,133,9930.0,7
7869551,211,3835.0,7
7871681,173,32762.0,0
7871682,203,1402.0,0
7873925,125,11722.0,0
7875447,446,11994.0,0
7875775,177,13763.0,0
7876525,235,37126.0,7
7878049,305,55460.0,0
7879168,519,4804.0,0
7879721,111,222.0,0
7879913,97,22413.0,0
7883625,182,7345.0,7
7884019,295,15904.0,7
7885910,220,14078.0,0
7890421,41,6907.0,7
7890645,98,23464.0,0
7891575,170,8028.0,0
7891694,206,7886.0,0
7893000,114,16581.0,7
7894185,72,4185.0,0
7894924,241,27341.0,0
7895935,98,52500.0,0
7896413,84,1966.0,7
7899985,999,14023.0,7
7903727,211,27714.0,0
7904288,159,2305.0,7
7905445,149,45902.0,0
7905920,336,52048.0,0
7905930,104,38264.0,7
7906452,289,224.0,0
7906723,82,8723.0,7
7906992,362,20209.0,0
7907338,60,446.0,0
7908675,194,19626.0,0
7909977,177,44448.0,0
7910829,70,12266.0,1
7912188,299,10797.0,0
7917089,198,6826.0,7
7920332,218,20102.0,0
7920631,681,11604.0,0
7920965,133,0.0,0
7921839,241,15390.0,0
7922757,186,4531.0,7
7925372,90,8332.0,7
7925540,365,7901.0,0
7926647,371,17993.0,0
7927307,7,0.0,0
7927668,247,12276.0,0
7927999,178,130.0,7
7928696,50,3743.0,7
7928842,21,865.0,0
7929833,169,6316.0,0
7930122,211,7879.0,1
7930869,55,2045.0,7
7931082,235,28942.0,7
7932382,110,0.0,0
7934094,184,7399.0,7
7935118,110,23165.0,0
7938906,96,8058.0,3
7939136,149,8264.0,7
7940306,26,3317.0,0
7943612,95,49.0,0
7944947,45,0.0,0
7944968,197,9823.0,7
7946641,156,17680.0,0
7947490,135,3452.0,0
7948020,203,27726.0,0
7948668,5,375.0,0
7952073,81,3147.0,7
7953502,163,8973.0,7
7954554,110,2693.0,7
7954721,225,14861.0,7
7956884,82,33985.0,0
7958407,145,20603.0,0
7958990,33,1293.0,0
7959689,280,45655.0,0
7959749,247,1817.0,0
7959800,227,17540.0,0
7959813,71,16749.0,0
7960429,181,10966.0,7
7962942,154,8618.0,0
7964609,260,6988.0,0
7965776,-1,,
7965999,134,11863.0,7
7966049,85,17856.0,0
7971158,206,2429.0,0
7971250,72,6832.0,0
7971432,765,30108.0,0
7971654,96,15917.0,1
7973171,147,40.0,7
7973300,105,834.0,1
7973804,385,404.0,0
7974076,157,14607.0,0
7974311,234,1717.0,0
7974792,150,23054.0,0
7977959,102,3890.0,0
7979208,148,29542.0,0
7981837,765,15506.0,0
7982195,135,1927.0,0
7983372,88,28144.0,0
7984183,151,6543.0,0
7984400,127,1946.0,0
7985517,228,28317.0,6
7990141,99,4606.0,0
7991681,157,21845.0,0
7993691,200,6861.0,7
7995679,96,2798.0,7
7996311,204,5244.0,0
7997170,109,20226.0,2
7997372,230,14008.0,7
7997497,82,2.0,0
7997582,1,150.0,0
7997601,153,4525.0,0
7998067,196,3370.0,7
7998375,234,32364.0,0
7999140,90,23988.0,7
8002495,308,47303.0,0
8003053,21,0.0,0
8003386,136,8136.0,0
8004449,244,17650.0,0
8005611,190,35514.0,0
8007727,189,10507.0,7
8007865,204,3486.0,0
8008089,109,0.0,0
8008253,47,2016.0,1
8009037,255,5955.0,0
8009311,87,9580.0,7
8010799,62,0.0,0
8011413,268,15714.0,0
8013184,44,1582.0,7
8013938,173,0.0,0
8014466,131,7672.0,0
8016623,25,308.0,0
8019487,204,18776.0,7
8020270,117,10960.0,0
8021261,238,15078.0,0
8024190,128,915.0,7
8025945,156,9705.0,7
8027578,228,4842.0,7
8028729,202,18071.0,0
8031333,114,1904.0,7
8034784,259,19143.0,0
8035208,100,191.0,7
8035239,136,679.0,0
8035783,205,4914.0,0
8036486,89,2202.0,7
8037486,198,13641.0,0
8038742,193,1595.0,0
8039730,-1,,
8040313,255,11902.0,7
8041405,237,19644.0,0
8045893,82,8004.0,7
8046891,96,0.0,0
8047683,34,26.0,0
8048456,312,16420.0,0
8049456,76,14778.0,0
8049513,151,15139.0,0
8050221,84,1451.0,7
8053065,265,51325.0,0
8053658,63,28603.0,7
8055513,128,20732.0,7
8055604,185,24422.0,0
8056594,205,3022.0,0
8059930,398,11826.0,0
8061615,101,3956.0,1
8064060,172,21622.0,7
8064143,96,7618.0,0
8066647,47,1956.0,0
8066737,146,2689.0,0
8067203,84,7857.0,0
8069873,127,6918.0,0
8072127,184,0.0,0
8074281,102,1513.0,0
8075162,129,17592.0,0
8078152,114,160.0,0
8078843,354,9631.0,0
8079499,126,20555.0,7
8081948,134,3216.0,3
8082224,168,573.0,0
8082442,111,18924.0,0
8083146,164,19082.0,0
8086457,289,5942.0,6
8087479,164,1.0,0
8087971,49,11543.0,0
8087996,74,672.0,0
8089193,139,13481.0,1
8091546,32,463.0,0
8093657,80,8130.0,0
8095941,199,39147.0,0
8102956,279,0.0,0
8107968,64,0.0,0
8108159,228,6277.0,0
8113111,110,6456.0,7
8114070,135,886.0,0
8114080,-1,,
8116285,239,23371.0,7
8117232,162,24740.0,0
8117643,148,17041.0,0
8117762,159,15732.0,0
8121538,183,3308.0,0
8124000,247,18241.0,0
8124055,133,4690.0,0
8126163,201,17897.0,0
8128743,326,17070.0,0
8130749,201,193.0,0
8132149,243,24702.0,0
8134235,101,3539.0,0
8134480,147,12292.0,0
8137025,232,8428.0,0
8140031,155,8697.0,7
8140426,111,5029.0,0
8141993,205,0.0,0
8142934,178,20048.0,7
8143502,116,1556.0,0
8143974,76,453.0,0
8145726,270,2359.0,7
8148310,314,3673.0,0
8149193,106,13291.0,0
8151264,99,3656.0,3
8151810,180,41130.0,0
8156392,62,479.0,0
8157780,236,53205.0,0
8158230,124,12579.0,0
8158611,171,329.0,0
8161090,276,10347.0,0
8161093,248,21578.0,0
8161508,212,4760.0,0
8161824,172,5325.0,0
8163764,222,30981.0,0
8164785,124,44367.0,1
8164898,126,8902.0,0
8165759,131,53998.0,0
8166349,145,5014.0,7
8168100,191,17693.0,0
8170325,129,30945.0,0
8172771,232,63302.0,0
8175971,103,2650.0,0
8176777,228,5005.0,7
8178767,196,6974.0,7
8178920,59,0.0,0
8181326,292,9911.0,0
8182378,166,6723.0,0
8184930,150,748.0,0
8185104,82,18314.0,0
8185503,178,11910.0,7
8185531,188,7585.0,0
8185797,51,5128.0,0
8185983,320,9912.0,0
8186949,92,20398.0,0
8189105,208,31071.0,0
8190381,45,16632.0,1
8190911,261,23609.0,0
8192612,89,8530.0,7
8192633,55,3885.0,7
8193937,169,3748.0,0
8195591,170,0.0,0
8196119,124,12596.0,7
8199461,209,12735.0,0
8199976,126,23525.0,7
8200690,90,3330.0,7
8200893,319,8921.0,3
8201901,246,21530.0,0
8202808,254,5539.0,0
8205402,39,24253.0,0
8206427,207,19402.0,0
8208003,254,40281.0,0
8210564,93,3382.0,7
8210849,98,3003.0,7
8211036,81,393.0,7
8211233,140,179.0,0
8211673,122,9289.0,7
8214349,276,41973.0,0
8214556,139,904.0,7
8214602,104,3898.0,0
8215664,57,242.0,0
8216144,437,49669.0,0
8217010,341,24474.0,0
8218755,76,25141.0,7
8219099,262,5149.0,0
8222030,159,43906.0,0
8223719,46,6908.0,0
8225239,31,8936.0,0
8226810,180,28085.0,0
8227141,276,25766.0,0
8227937,173,34154.0,0
8228132,159,3395.0,0
8228864,168,20461.0,0
8229775,277,6314.0,7
8231229,165,0.0,0
8233000,84,36825.0,0
8234363,110,14667.0,0
8234825,239,13660.0,7
8234989,69,6087.0,0
8235034,77,8597.0,0
8235086,172,15118.0,0
8235810,216,20151.0,0
8237517,99,6345.0,0
8238323,207,36428.0,0
8238511,69,29387.0,0
8238856,68,4401.0,7
8240193,131,11530.0,7
8243012,86,20092.0,0
8244427,41,14655.0,0
8245339,137,9850.0,7
8246310,150,1659.0,7
8248251,256,24802.0,0
8249748,203,856.0,0
8251923,197,18371.0,0
8252071,206,16113.0,0
8253153,122,17100.0,0
8254319,134,21577.0,0
8259584,104,17445.0,0
8264392,169,16878.0,7
8265766,280,16856.0,0
8265992,187,10103.0,0
8266099,108,28896.0,0
8268418,246,0.0,0
8268460,48,13142.0,0
8269449,107,14089.0,0
8270032,205,0.0,0
8270400,95,9576.0,7
8274917,312,2457.0,7
8276669,400,2327.0,0
8276843,362,17643.0,0
8277048,171,28630.0,0
8278310,74,2864.0,7
8280010,84,223.0,0
8280561,56,6652.0,0
8281834,136,14058.0,0
8282635,363,12387.0,7
8283446,365,11375.0,0
8284232,242,2789.0,7
8290414,57,0.0,0
8290882,15,82.0,0
8292541,386,27271.0,0
8293574,153,13874.0,0
8294101,144,5912.0,0
8295269,134,59899.0,0
8295491,129,3379.0,7
8296269,211,1106.0,0
8297384,316,54595.0,7
8297870,105,7312.0,0
8298937,83,1151.0,0
8299517,176,12242.0,0
8303715,169,13703.0,0
8304578,90,,
8304625,138,1304.0,0
8304762,212,32044.0,0
8305311,398,18085.0,0
8305550,393,46126.0,0
8305701,71,5856.0,7
8307723,146,1923.0,0
8308442,216,3667.0,7
8308801,175,423.0,0
8309405,251,15539.0,0
8309866,150,9164.0,5
8311309,215,4010.0,7
8312740,155,3711.0,7
8313057,159,5261.0,0
8318784,62,2929.0,0
8319042,114,4105.0,0
8319799,167,12282.0,2
8320041,121,1609.0,7
8320879,251,10330.0,7
8321029,361,174265.0,0
8322118,126,23834.0,0
8323644,146,5286.0,0
8323718,265,2943.0,6
8324214,126,19529.0,1
8324721,189,27346.0,0
8325285,288,80834.0,0
8325481,160,30630.0,0
8326562,241,29647.0,0
8327565,211,21941.0,7
8329555,62,361.0,0
8329822,10,0.0,0
8330240,58,1098.0,7
8331546,94,9137.0,0
8332479,295,444.0,0
8332644,120,2776.0,2
8334031,78,19237.0,7
8338401,254,22.0,0
8338638,257,12704.0,7
8339845,179,888.0,0
8342112,88,4552.0,0
8344044,160,20169.0,4
8344459,225,525.0,6
8344999,204,6979.0,7
8345876,244,21146.0,0
8348599,207,4049.0,0
8349224,250,2817.0,0
8352066,148,7713.0,7
8353081,84,494.0,7
8353328,193,9222.0,0
8353587,110,13661.0,7
8354397,113,8840.0,0
8356263,165,13317.0,0
8357215,156,7566.0,7
8357664,153,11197.0,0
8359170,169,8984.0,7
8361958,227,1906.0,7
8362095,266,13345.0,0
8362115,229,15843.0,0
8362348,121,2647.0,7
8363515,373,12092.0,0
8364926,413,12997.0,0
8365301,175,12726.0,0
8365999,165,14555.0,0
8369704,158,7490.0,7
8369762,181,19929.0,0
8370860,283,19733.0,0
8371085,248,12382.0,0
8371416,173,3323.0,0
8377064,129,12463.0,7
8377204,170,29119.0,0
8379810,97,6080.0,0
8382465,241,8994.0,7
8383254,74,0.0,0
8383353,192,20055.0,0
8383856,72,283.0,0
8384899,107,0.0,0
8385085,166,1587.0,7
8390848,214,22767.0,0
8391240,53,3452.0,7
8393611,317,7356.0,0
8397482,83,18942.0,5
8401862,174,21392.0,7
8402493,341,8140.0,0
8404815,133,21774.0,0
8405592,11,0.0,0
8406273,153,6238.0,7
8407543,318,3911.0,0
8410929,93,5567.0,0
8410982,231,33353.0,0
8411083,181,18315.0,0
8411177,174,2844.0,0
8413224,178,26526.0,0
8413607,333,0.0,0
8415311,124,5257.0,0
8416119,97,5017.0,2
8417430,217,25865.0,0
8417480,119,7545.0,0
8418121,184,6743.0,7
8421877,255,24637.0,2
8422088,135,11371.0,0
8423513,203,5226.0,0
8423696,333,17399.0,0
8424650,92,26283.0,0
8425040,150,20820.0,1
8425445,144,31868.0,0
8425878,125,8568.0,0
8426715,172,5018.0,0
8426933,189,54062.0,0
8428407,182,2862.0,7
8428942,176,2846.0,7
8428998,124,2929.0,7
8429218,152,0.0,0
8432667,99,467.0,0
8434284,266,4281.0,7
8436905,30,0.0,0
8438828,337,36971.0,0
8439261,163,17707.0,0
8439332,171,12822.0,0
8440706,133,4062.0,0
8441227,83,4800.0,0
8445529,166,14019.0,0
8446171,95,21287.0,0
8446646,129,30827.0,0
8452674,287,12502.0,7
8456466,240,16218.0,0
8464115,148,2502.0,7
8465038,258,17302.0,0
8466696,120,23965.0,0
8467349,168,19379.0,0
8467480,212,37046.0,0
8467593,48,8005.0,0
8468064,207,28763.0,0
8468531,107,14190.0,0
8469879,385,27107.0,0
8470689,-1,,
8471797,57,1724.0,0
8472064,370,9012.0,7
8473853,153,229.0,0
8474086,167,19010.0,0
8475065,121,2991.0,7
8475231,182,12567.0,0
8477205,68,14453.0,0
8477734,196,59976.0,7
8479046,160,195.0,7
8479309,212,12217.0,0
8481104,147,9807.0,0
8482546,51,2262.0,0
8484966,68,8594.0,0
8485290,98,13119.0,7
8485309,297,2482.0,0
8487666,88,15006.0,0
8487813,72,1470.0,7
8488378,191,22184.0,0
8490297,76,29315.0,0
8490902,44,0.0,0
8492093,143,5766.0,0
8492319,165,4049.0,7
8493329,119,15809.0,2
8495762,180,11568.0,0
8496223,333,68811.0,0
8496638,226,43152.0,0
8496962,155,7127.0,0
8502474,247,49711.0,0
8503373,108,10721.0,0
8503934,163,14666.0,0
8504343,21,734.0,0
8504420,-1,,
8505248,44,674.0,6
8505283,206,14133.0,0
8505854,159,0.0,0
8506348,158,56050.0,0
8506359,181,46646.0,0
8506415,246,21802.0,0
8509423,309,23388.0,0
8509727,133,12828.0,0
8510097,85,307.0,0
8510630,173,8086.0,7
8514149,274,0.0,0
8516256,133,15025.0,0
8518893,266,34995.0,6
8521088,162,0.0,0
8524659,143,22577.0,0
8526153,148,44240.0,0
